timestamp,dx_body_m,dy_body_m,dyaw_rad
0,0,0,0
0.1,0.47102360618649447,0.26132115816913365,0.5065165150622893
0.2,0.5361396554769213,-0.0018772701703759775,-0.003501443102277846
0.30000000000000004,0.531138498282826,-0.0037463728136391816,-0.007053359337250542
0.4,0.5237297957985537,-0.005607901164424028,-0.010707213725287934
0.5,0.5140266586108267,-0.007462337731363927,-0.014516394101797836
0.6000000000000001,0.5021792044554367,-0.009309960610205698,-0.01853699663295527
0.7000000000000001,0.48837402385830464,-0.01115070046806435,-0.022828330046403056
0.8,0.4728335260760385,-0.012983920379941505,-0.027452914543507234
0.9,0.4558151453006633,-0.014808083008597456,-0.03247561415407685
1.0,0.4376103430389244,-0.016620260622312727,-0.03796134278412305
1.1,0.4185432629194717,-0.01841543562847868,-0.04397052241071464
1.2000000000000002,0.39896876110541124,-0.020185538469251474,-0.05055117923420163
1.3,0.37926932881558406,-0.021918187635829686,-0.05772635521883346
1.4000000000000001,0.35985012979552095,-0.02359515405748574,-0.06547566472226735
1.5,0.34113101152708486,-0.02519070031250965,-0.07371086217713935
1.6,0.32353400649951664,-0.026670177523357666,-0.0822479585738101
1.7000000000000002,0.30746475182997013,-0.027989605070854295,-0.09078331575587145
1.8,0.2932868401539642,-0.029097321575188864,-0.09888754151696005
1.9000000000000001,0.281289880908432,-0.029938910663430192,-0.10603517178399843
2.0,0.27165519321064663,-0.030466022707067095,-0.11168293356721526
2.1,0.26442674415096246,-0.030648093439184815,-0.1153890464024418
2.2,0.25949695760065217,-0.030483695445776046,-0.11693633379998813
2.3000000000000003,0.2566147709445192,-0.030006856196120077,-0.11640484161485654
2.4000000000000004,0.2554164720065319,-0.02928486193595825,-0.11415685016158406
2.5,0.25547185586814997,-0.028407804648046084,-0.11074245116105597
2.6,0.25633402362213675,-0.027473945026581487,-0.10677264210016735
2.7,0.2575827102401102,-0.026576142674447897,-0.10281139741095391
2.8000000000000003,0.2588561192166233,-0.02579282319051153,-0.09931373220603756
2.9000000000000004,0.259871165588689,-0.02518411145675676,-0.09660830762075956
3.0,0.26043472935810424,-0.024791765268532343,-0.09490778521774201
3.1,0.260449042689772,-0.024640942411797467,-0.09432868154581486
3.2,0.25991361596921364,-0.024742158517359274,-0.0949077852177358
3.3000000000000003,0.25892495234439206,-0.02509241394290848,-0.09660830762077288
3.4000000000000004,0.2576740889118098,-0.025675043866805858,-0.09931373220602979
3.5,0.25644084323150085,-0.02645833033949907,-0.10281139741095702
3.6,0.25558261609534205,-0.027393408979151768,-0.10677264210015869
3.7,0.25551497317901195,-0.028412599180659623,-0.11074245116106951
3.8000000000000003,0.2566815776472915,-0.029429913050839904,-0.1141568501615784
3.9000000000000004,0.2595131227939322,-0.030345770541661363,-0.11640484161485354
4.0,0.2643790062294012,-0.031057200757462156,-0.1169363337999898
4.1000000000000005,0.2715404173244311,-0.03147259597131721,-0.11538904640243786
4.2,0.28111630780214203,-0.03152708297457939,-0.11168293356722225
4.3,0.293071373250615,-0.031192866353464535,-0.10603517178399491
4.4,0.3072278233817472,-0.030480422405215986,-0.09888754151695878
4.5,0.32329458474194966,-0.029430650813194084,-0.0907833157558735
4.6000000000000005,0.34090352762025705,-0.028102015297686606,-0.08224795857381118
4.7,0.35964361906424774,-0.026557757345477946,-0.07371086217713874
4.800000000000001,0.3790880918502767,-0.024856575523949168,-0.06547566472226496
4.9,0.39881365751699593,-0.023047665374068008,-0.05772635521883274
5.0,0.4184130156474532,-0.021169306589285355,-0.05055117923420527
5.1000000000000005,0.43750256842504825,-0.01924962387383021,-0.043970522410714086
5.2,0.4557270541279703,-0.017308325849079875,-0.03796134278412122
5.300000000000001,0.4727623478243604,-0.015358647386113061,-0.03247561415407807
5.4,0.4883172343205681,-0.013409100118573075,-0.0274529145435074
5.5,0.5021346284888818,-0.011464886671668756,-0.022828330046403167
5.6000000000000005,0.5139925009199225,-0.009528968732774423,-0.018536996632954494
5.7,0.5237046347260018,-0.007602836915827915,-0.014516394101797836
5.800000000000001,0.5311212640938902,-0.005687046219742503,-0.0107072137252886
5.9,0.53612960558995,-0.003781577470777897,-0.0070533593372501535
6.0,0.5386542750344243,-0.0018860750036632512,-0.003501443102277957
6.1000000000000005,0.538657577029963,0.0,0.0
6.2,0.53613965547692,0.0018772701703758943,0.003501443102277957
6.300000000000001,0.5311384982828287,0.003746372813639043,0.0070533593372501535
6.4,0.5237297957985526,0.0056079011644242505,0.0107072137252886
6.5,0.5140266586108253,0.007462337731363705,0.014516394101797392
6.6000000000000005,0.5021792044554398,0.009309960610205725,0.018536996632955383
6.7,0.48837402385830275,0.011150700468064156,0.022828330046402723
6.800000000000001,0.47283352607604195,0.012983920379941533,0.027452914543506957
6.9,0.45581514530066175,0.014808083008597983,0.03247561415407807
7.0,0.43761034303892365,0.01662026062231209,0.037961342784121666
7.1000000000000005,0.4185432629194745,0.018415435628479013,0.043970522410714974
7.2,0.3989687611054093,0.020185538469251987,0.05055117923420305
7.300000000000001,0.3792693288155813,0.021918187635829547,0.057726355218833625
7.4,0.35985012979552466,0.02359515405748463,0.06547566472226363
7.5,0.3411310115270848,0.025190700312510073,0.07371086217714051
7.6000000000000005,0.32353400649951575,0.02667017752335808,0.08224795857381118
7.7,0.30746475182996835,0.02798960507085439,0.09078331575587217
7.800000000000001,0.2932868401539661,0.029097321575188864,0.09888754151695966
7.9,0.28128988090843465,0.02993891066342992,0.10603517178399668
